tr2010gj,tr2010ge,tr2020gj,tr2020ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G0600370189202,06037189202,G0600370189202,06037189202,0.9998473085,0.9999336823,0.9999355062,0.9999224534,0.9999433621,0.9999422713,0.9999017956,0.9999887198
G0600370189300,06037189300,G0600370189300,06037189300,1,1,1,1,1,1,1,1
G0600370189400,06037189400,G0600370189400,06037189400,1,1,1,1,1,1,1,1
G0600370189500,06037189500,G0600370189501,06037189501,0.5790672504,0.4968553459,0.492791927,0.5343383585,0.4864091559,0.4868951613,0.6175771971,0.4631578947
G0600370189500,06037189500,G0600370189502,06037189502,0.4209327496,0.5031446541,0.507208073,0.4656616415,0.5135908441,0.5131048387,0.3824228029,0.5368421053
G0600370189600,06037189600,G0600370189600,06037189600,0.9886365945,1,1,1,1,1,1,1
G0600370189600,06037189600,G0600370189703,06037189703,0.0113634055,0,0,0,0,0,0,0
G0600370189701,06037189701,G0600370189703,06037189703,0.7612087621,0.4877664232,0.4960420314,0.4718085249,0.4910760935,0.49697493,0.493377712,0.489077805
G0600370189701,06037189701,G0600370189704,06037189704,0.2387912379,0.5122335768,0.5039579686,0.5281914751,0.5089239065,0.50302507,0.506622288,0.510922195
G0600370189701,06037189701,G0600370311602,06037311602,0,0,0,0,0,0,0,0
G0600370189702,06037189702,G0600370189702,06037189702,1,1,1,1,1,1,1,1
G0600370189800,06037189800,G0600370189801,06037189801,0.5628581765,0.5088286496,0.5083888149,0.4797297297,0.5363825364,0.5455589587,0.5148514851,0.543635353
G0600370189800,06037189800,G0600370189802,06037189802,0.4371418235,0.4911713504,0.4916111851,0.5202702703,0.4636174636,0.4544410413,0.4851485149,0.456364647
G0600370189902,06037189902,G0600370189906,06037189906,0.5555065488,0.5302755985,0.5301742456,0.5593667546,0.5080375084,0.5091309824,0.5272727273,0.5069124424
G0600370189902,06037189902,G0600370189907,06037189907,0.4444934512,0.4697244015,0.4698257544,0.4406332454,0.4919624916,0.4908690176,0.4727272727,0.4930875576
G0600370189903,06037189903,G0600370189903,06037189903,1,1,1,1,1,1,1,1
G0600370189904,06037189904,G0600370189904,06037189904,1,1,1,1,1,1,1,1
G0600370189905,06037189905,G0600370189905,06037189905,1,1,1,1,1,1,1,1
G0600370190100,06037190100,G0600370190101,06037190101,0.3735745576,0.4336085695,0.4446288831,0.3037300178,0.4830105955,0.490559788,0.0588235294,0.49943074
G0600370190100,06037190100,G0600370190102,06037190102,0.6264254424,0.5663914305,0.5553711169,0.6962699822,0.5169894045,0.509440212,0.9411764706,0.50056926
G0600370190201,06037190201,G0600370190201,06037190201,1,1,1,1,1,1,1,1
G0600370190202,06037190202,G0600370190202,06037190202,1,1,1,1,1,1,1,1
G0600370190301,06037190301,G0600370190302,06037190302,0.5945914454,0.473518285,0.4808266361,0.3608108108,0.4873496474,0.4589808457,0.8252427184,0.472270364
G0600370190301,06037190301,G0600370190303,06037190303,0.4054085546,0.526481715,0.5191733639,0.6391891892,0.5126503526,0.5410191543,0.1747572816,0.527729636
G0600370190401,06037190401,G0600370190401,06037190401,1,1,1,1,1,1,1,1
G0600370190402,06037190402,G0600370190402,06037190402,1,1,1,1,1,1,1,1
G0600370190510,06037190510,G0600370190510,06037190510,1,1,1,1,1,1,1,1
G0600370190520,06037190520,G0600370190520,06037190520,1,1,1,1,1,1,1,1
G0600370190700,06037190700,G0600370190701,06037190701,0.6887118413,0.5288546907,0.5410471881,0.3770053476,0.5414607359,0.5597638957,0.3700787402,0.554309327
G0600370190700,06037190700,G0600370190702,06037190702,0.3112881587,0.4711453093,0.4589528119,0.6229946524,0.4585392641,0.4402361043,0.6299212598,0.445690673
G0600370190801,06037190801,G0600370190801,06037190801,1,1,1,1,1,1,1,1
G0600370190802,06037190802,G0600370190802,06037190802,1,1,1,1,1,1,1,1
G0600370190901,06037190901,G0600370190901,06037190901,1,1,1,1,1,1,1,1
G0600370190902,06037190902,G0600370190902,06037190902,1,1,1,1,1,1,1,1
G0600370191000,06037191000,G0600370191000,06037191000,1,1,1,1,1,1,1,1
G0600370191110,06037191110,G0600370191110,06037191110,1,1,1,1,1,1,1,1
G0600370191120,06037191120,G0600370191120,06037191120,1,1,1,1,1,1,1,1
G0600370191201,06037191201,G0600370191201,06037191201,1,1,1,1,1,1,1,1
G0600370191203,06037191203,G0600370191203,06037191203,1,1,1,1,1,1,1,1
G0600370191204,06037191204,G0600370191204,06037191204,1,1,1,1,1,1,1,1
G0600370191301,06037191301,G0600370191301,06037191301,1,1,1,1,1,1,1,1
G0600370191302,06037191302,G0600370191302,06037191302,1,1,1,1,1,1,1,1
G0600370191410,06037191410,G0600370191410,06037191410,1,1,1,1,1,1,1,1
G0600370191420,06037191420,G0600370191420,06037191420,1,1,1,1,1,1,1,1
G0600370191500,06037191500,G0600370191500,06037191500,1,1,1,1,1,1,1,1
G0600370191610,06037191610,G0600370191610,06037191610,1,1,1,1,1,1,1,1
G0600370191620,06037191620,G0600370191620,06037191620,1,1,1,1,1,1,1,1
G0600370191710,06037191710,G0600370191710,06037191710,1,1,1,1,1,1,1,1
G0600370191720,06037191720,G0600370191720,06037191720,1,1,1,1,1,1,1,1
G0600370191810,06037191810,G0600370191810,06037191810,1,1,1,1,1,1,1,1
G0600370191820,06037191820,G0600370191820,06037191820,1,1,1,1,1,1,1,1
G0600370191901,06037191901,G0600370191901,06037191901,1,1,1,1,1,1,1,1
G0600370191902,06037191902,G0600370191902,06037191902,1,1,1,1,1,1,1,1
G0600370192001,06037192001,G0600370192001,06037192001,1,1,1,1,1,1,1,1
G0600370192002,06037192002,G0600370192002,06037192002,1,1,1,1,1,1,1,1
G0600370192300,06037192300,G0600370192300,06037192300,1,1,1,1,1,1,1,1
G0600370192410,06037192410,G0600370192410,06037192410,1,1,1,1,1,1,1,1
G0600370192420,06037192420,G0600370192420,06037192420,1,1,1,1,1,1,1,1
G0600370192510,06037192510,G0600370192510,06037192510,1,1,1,1,1,1,1,1
G0600370192520,06037192520,G0600370192520,06037192520,1,1,1,1,1,1,1,1
G0600370192610,06037192610,G0600370192610,06037192610,1,1,1,1,1,1,1,1
G0600370192620,06037192620,G0600370192620,06037192620,1,1,1,1,1,1,1,1
G0600370192700,06037192700,G0600370192700,06037192700,1,1,1,1,1,1,1,1
G0600370194101,06037194101,G0600370194101,06037194101,1,1,1,1,1,1,1,1
G0600370194102,06037194102,G0600370194102,06037194102,1,1,1,1,1,1,1,1
G0600370194200,06037194200,G0600370194200,06037194200,1,1,1,1,1,1,1,1
G0600370194300,06037194300,G0600370194300,06037194300,1,1,1,1,1,1,1,1
G0600370194401,06037194401,G0600370194401,06037194401,1,1,1,1,1,1,1,1
G0600370194402,06037194402,G0600370194402,06037194402,1,1,1,1,1,1,1,1
G0600370194500,06037194500,G0600370194500,06037194500,1,1,1,1,1,1,1,1
G0600370195100,06037195100,G0600370195100,06037195100,1,1,1,1,1,1,1,1
G0600370195201,06037195201,G0600370195201,06037195201,1,1,1,1,1,1,1,1
G0600370195202,06037195202,G0600370195202,06037195202,1,1,1,1,1,1,1,1
G0600370195300,06037195300,G0600370195300,06037195300,1,1,1,1,1,1,1,1
G0600370195400,06037195400,G0600370195400,06037195400,1,1,1,1,1,1,1,1
G0600370195500,06037195500,G0600370195500,06037195500,1,1,1,1,1,1,1,1
G0600370195600,06037195600,G0600370195600,06037195600,1,1,1,1,1,1,1,1
G0600370195710,06037195710,G0600370195710,06037195710,1,1,1,1,1,1,1,1
G0600370195720,06037195720,G0600370195720,06037195720,1,1,1,1,1,1,1,1
G0600370195802,06037195802,G0600370195802,06037195802,1,1,1,1,1,1,1,1
G0600370195803,06037195803,G0600370195803,06037195803,1,1,1,1,1,1,1,1
G0600370195804,06037195804,G0600370195804,06037195804,1,1,1,1,1,1,1,1
G0600370195901,06037195901,G0600370195901,06037195901,1,1,1,1,1,1,1,1
G0600370195902,06037195902,G0600370195902,06037195902,1,1,1,1,1,1,1,1
G0600370195903,06037195903,G0600370195903,06037195903,1,1,1,1,1,1,1,1
G0600370197200,06037197200,G0600370197200,06037197200,1,1,1,1,1,1,1,1
G0600370197300,06037197300,G0600370197300,06037197300,1,1,1,1,1,1,1,1
G0600370197410,06037197410,G0600370197410,06037197410,1,1,1,1,1,1,1,1
G0600370197420,06037197420,G0600370197420,06037197420,1,1,1,1,1,1,1,1
G0600370197500,06037197500,G0600370197500,06037197500,1,1,1,1,1,1,1,1
G0600370197600,06037197600,G0600370197600,06037197600,1,1,1,1,1,1,1,1
G0600370197700,06037197700,G0600370197700,06037197700,1,1,1,1,1,1,1,1
G0600370199000,06037199000,G0600370199001,06037199001,0.166436626,0.4688116857,0.4720632325,0.4745030251,0.4434840426,0.4062316285,0.2171581769,0.5181255526
G0600370199000,06037199000,G0600370199002,06037199002,0.833563374,0.5311883143,0.5279367675,0.5254969749,0.5565159574,0.5937683715,0.7828418231,0.4818744474
G0600370199110,06037199110,G0600370199110,06037199110,1,1,1,1,1,1,1,1
G0600370199120,06037199120,G0600370199120,06037199120,1,1,1,1,1,1,1,1
G0600370199201,06037199201,G0600370199201,06037199201,1,1,1,1,1,1,1,1
G0600370199202,06037199202,G0600370199202,06037199202,1,1,1,1,1,1,1,1
G0600370199300,06037199300,G0600370199300,06037199300,1,1,1,1,1,1,1,1
G0600370199400,06037199400,G0600370199400,06037199400,1,1,1,1,1,1,1,1
G0600370199700,06037199700,G0600370199700,06037199700,1,1,1,1,1,1,1,1
G0600370199800,06037199800,G0600370199801,06037199801,0.5297992501,0.5833777304,0.5677121323,0.5742092457,0.5688502674,0.5725388601,0.5880952381,0.56133829
G0600370199800,06037199800,G0600370199802,06037199802,0.4702007499,0.4166222696,0.4322878677,0.4257907543,0.4311497326,0.4274611399,0.4119047619,0.43866171
G0600370199900,06037199900,G0600370199900,06037199900,1,1,1,1,1,1,1,1
G0600370201110,06037201110,G0600370201110,06037201110,1,1,1,1,1,1,1,1
G0600370201120,06037201120,G0600370201120,06037201120,1,1,1,1,1,1,1,1
G0600370201200,06037201200,G0600370201200,06037201200,1,1,1,1,1,1,1,1
G0600370201301,06037201301,G0600370201301,06037201301,1,1,1,1,1,1,1,1
G0600370201302,06037201302,G0600370201302,06037201302,1,1,1,1,1,1,1,1
G0600370201401,06037201401,G0600370201401,06037201401,1,1,1,1,1,1,1,1
G0600370201402,06037201402,G0600370201402,06037201402,1,1,1,1,1,1,1,1
G0600370201501,06037201501,G0600370201501,06037201501,1,1,1,1,1,1,1,1
G0600370201503,06037201503,G0600370201503,06037201503,1,1,1,1,1,1,1,1
G0600370201504,06037201504,G0600370201504,06037201504,1,1,1,1,1,1,1,1
G0600370201601,06037201601,G0600370201601,06037201601,1,1,1,1,1,1,1,1
G0600370201602,06037201602,G0600370201602,06037201602,1,1,1,1,1,1,1,1
G0600370201700,06037201700,G0600370201700,06037201700,1,1,1,1,1,1,1,1
G0600370203100,06037203100,G0600370203100,06037203100,1,1,1,1,1,1,1,1
G0600370203200,06037203200,G0600370203200,06037203200,1,1,1,1,1,1,1,1
G0600370203300,06037203300,G0600370203300,06037203300,1,1,1,1,1,1,1,1
G0600370203500,06037203500,G0600370203500,06037203500,1,1,1,1,1,1,1,1
G0600370203600,06037203600,G0600370203601,06037203601,0.596289858,0.5394883204,0.5506969117,0.5524156791,0.5662299854,0.5670604587,0.473354232,0.5943127962
G0600370203600,06037203600,G0600370203602,06037203602,0.403710142,0.4605116796,0.4493030883,0.4475843209,0.4337700146,0.4329395413,0.526645768,0.4056872038
G0600370203710,06037203710,G0600370203710,06037203710,1,1,1,1,1,1,1,1
G0600370203720,06037203720,G0600370203720,06037203720,1,1,1,1,1,1,1,1
G0600370203800,06037203800,G0600370203800,06037203800,1,1,1,1,1,1,1,1
G0600370203900,06037203900,G0600370203900,06037203900,0.9991467254,1,1,1,1,1,1,1
G0600370203900,06037203900,G0600370204810,06037204810,0.0008532746,0,0,0,0,0,0,0
G0600370204110,06037204110,G0600370204110,06037204110,1,1,1,1,1,1,1,1
G0600370204120,06037204120,G0600370204120,06037204120,1,1,1,1,1,1,1,1
G0600370204200,06037204200,G0600370204200,06037204200,1,1,1,1,1,1,1,1
G0600370204300,06037204300,G0600370204300,06037204300,1,1,1,1,1,1,1,1
G0600370204410,06037204410,G0600370204410,06037204410,1,1,1,1,1,1,1,1
G0600370204420,06037204420,G0600370204420,06037204420,1,1,1,1,1,1,1,1
G0600370204600,06037204600,G0600370204600,06037204600,1,1,1,1,1,1,1,1
G0600370204700,06037204700,G0600370204700,06037204700,1,1,1,1,1,1,1,1
G0600370204810,06037204810,G0600370204810,06037204810,1,1,1,1,1,1,1,1
G0600370204820,06037204820,G0600370204820,06037204820,1,1,1,1,1,1,1,1
G0600370204910,06037204910,G0600370204910,06037204910,1,1,1,1,1,1,1,1
G0600370204920,06037204920,G0600370204920,06037204920,1,1,1,1,1,1,1,1
G0600370205110,06037205110,G0600370205110,06037205110,1,1,1,1,1,1,1,1
G0600370205120,06037205120,G0600370205120,06037205120,1,1,1,1,1,1,1,1
G0600370206010,06037206010,G0600370206010,06037206010,1,1,1,1,1,1,1,1
G0600370206020,06037206020,G0600370206020,06037206020,1,1,1,1,1,1,1,1
G0600370206031,06037206031,G0600370206050,06037206050,0,0,0,0,0,0,0,0
G0600370206031,06037206031,G0600370206051,06037206051,0.8022007448,0.4392965844,0.4393125671,0.3397435897,0.4576067348,0.4737113402,0.5126182965,0.4237123421
G0600370206031,06037206031,G0600370206052,06037206052,0.1977859644,0.5607034156,0.5606874329,0.6602564103,0.5423932652,0.5262886598,0.4873817035,0.5762876579
G0600370206031,06037206031,G0600370206053,06037206053,0,0,0,0,0,0,0,0
G0600370206031,06037206031,G0600370206054,06037206054,0,0,0,0,0,0,0,0
G0600370206031,06037206031,G0600370980016,06037980016,0.0000132908,0,0,0,0,0,0,0
G0600370206032,06037206032,G0600370203500,06037203500,0.0021072124,0,0,0,0,0.0005793743,0,0
G0600370206032,06037206032,G0600370206053,06037206053,0.5838886358,0.5397156398,0.5704,0.4990859232,0.6110772976,0.6199304751,0.5808080808,0.6152249135
G0600370206032,06037206032,G0600370206054,06037206054,0.4140041519,0.4602843602,0.4296,0.5009140768,0.3889227024,0.3794901506,0.4191919192,0.3847750865
G0600370206050,06037206050,G0600370206050,06037206050,1,1,1,1,1,1,1,1
G0600370206200,06037206200,G0600370206201,06037206201,0.3470283104,0.5177200236,0.5075093867,0.4204545455,0.3894979804,0.4275397208,0.2158590308,0.4156706507
G0600370206200,06037206200,G0600370206202,06037206202,0.6529716896,0.4822799764,0.4924906133,0.5795454545,0.6105020196,0.5724602792,0.7841409692,0.5843293493
G0600370206300,06037206300,G0600370206301,06037206301,0.2196436274,0.2221485411,0.228880566,0.3214285714,0.4335904027,0.4253852393,0.5714285714,0.4331757628
G0600370206300,06037206300,G0600370206302,06037206302,0.0752799769,0.4564986737,0.454709391,0.2142857143,0.2609254499,0.2664233577,0.2857142857,0.260850881
G0600370206300,06037206300,G0600370206303,06037206303,0.7050763957,0.3213527851,0.316410043,0.4642857143,0.3054841474,0.3081914031,0.1428571429,0.3059733563
G0600370207101,06037207101,G0600370207101,06037207101,1,1,1,1,1,1,1,1
G0600370207102,06037207102,G0600370207102,06037207102,1,1,1,1,1,1,1,1
G0600370207103,06037207103,G0600370207103,06037207103,1,1,1,1,1,1,1,1
G0600370207301,06037207301,G0600370207303,06037207303,0.4115646179,0.3379783234,0.3354531002,0.4518518519,0.3368857312,0.3496948118,0.2352941176,0.3457823567
G0600370207301,06037207301,G0600370207304,06037207304,0.1169877123,0.4875027649,0.4921644333,0.3481481481,0.5159857904,0.5033062055,0.2830882353,0.5363811977
G0600370207301,06037207301,G0600370207305,06037207305,0.4714476698,0.1745189117,0.1723824665,0.2,0.1471284784,0.1469989827,0.4816176471,0.1178364456
G0600370207302,06037207302,G0600370207306,06037207306,0.629999063,0.3959377473,0.3948150149,0.4644067797,0.374501992,0.4257455873,0.9943820225,0.3317847464
G0600370207302,06037207302,G0600370207307,06037207307,0.1907530022,0.3460828277,0.3480961383,0.2203389831,0.3908004346,0.3554473524,0.0056179775,0.4173441734
G0600370207302,06037207302,G0600370207308,06037207308,0.1792479348,0.257979425,0.2570888469,0.3152542373,0.2346975733,0.2188070603,0,0.2508710801
G0600370207400,06037207400,G0600370207400,06037207400,1,1,1,1,1,1,1,1
G0600370207501,06037207501,G0600370207501,06037207501,1,1,1,1,1,1,1,1
G0600370207502,06037207502,G0600370207502,06037207502,1,1,1,1,1,1,1,1
G0600370207710,06037207710,G0600370207711,06037207711,0.6301608577,0.321686747,0.3042562158,0.2946428571,0.2940108893,0.2622053872,0.5860805861,0.2362318841
G0600370207710,06037207710,G0600370207712,06037207712,0.3698391423,0.678313253,0.6957437842,0.7053571429,0.7059891107,0.7377946128,0.4139194139,0.7637681159
G0600370207900,06037207900,G0600370207901,06037207901,0.2251048935,0.4619264953,0.4755263158,0.505730659,0.4964412811,0.4622356495,0.3182503771,0.570977918
G0600370207900,06037207900,G0600370207902,06037207902,0.7748951065,0.5380735047,0.5244736842,0.494269341,0.5035587189,0.5377643505,0.6817496229,0.429022082
G0600370208000,06037208000,G0600370208001,06037208001,0.5930804399,0.3494416789,0.3951703039,0.3098533495,0.4650665415,0.4752607665,0.0984848485,0.4874999135
G0600370208000,06037208000,G0600370208002,06037208002,0.4069195601,0.6505583211,0.6048296961,0.6901466505,0.5349334585,0.5247392335,0.9015151515,0.5125000865
G0600370208301,06037208301,G0600370208301,06037208301,1,1,1,1,1,1,1,1
G0600370208302,06037208302,G0600370208302,06037208302,1,1,1,1,1,1,1,1
G0600370208401,06037208401,G0600370208401,06037208401,1,1,1,1,1,1,1,1
G0600370208402,06037208402,G0600370208402,06037208402,1,1,1,1,1,1,1,1
G0600370208501,06037208501,G0600370208501,06037208501,1,1,1,1,1,1,1,1
G0600370208502,06037208502,G0600370208502,06037208502,1,1,1,1,1,1,1,1
G0600370208610,06037208610,G0600370208610,06037208610,1,1,1,1,1,1,1,1
G0600370208620,06037208620,G0600370208620,06037208620,1,1,1,1,1,1,1,1
G0600370208710,06037208710,G0600370208710,06037208710,1,1,1,1,1,1,1,1
G0600370208720,06037208720,G0600370208720,06037208720,1,1,1,1,1,1,1,1
G0600370208801,06037208801,G0600370208801,06037208801,1,1,1,1,1,1,1,1
G0600370208802,06037208802,G0600370208802,06037208802,1,1,1,1,1,1,1,1
G0600370208902,06037208902,G0600370208902,06037208902,1,1,1,1,1,1,1,1
G0600370208903,06037208903,G0600370208903,06037208903,1,1,1,1,1,1,1,1
G0600370208904,06037208904,G0600370208904,06037208904,1,1,1,1,1,1,1,1
G0600370209102,06037209102,G0600370209105,06037209105,0.2730078858,0.5502183406,0.5135740971,0.532527881,0.4487315011,0.4409722222,0.0185185185,0.4747757848
G0600370209102,06037209102,G0600370209106,06037209106,0.7269921142,0.4497816594,0.4864259029,0.467472119,0.5512684989,0.5590277778,0.9814814815,0.5252242152
G0600370209103,06037209103,G0600370209103,06037209103,1,1,1,1,1,1,1,1
G0600370209104,06037209104,G0600370209104,06037209104,1,1,1,1,1,1,1,1
G0600370209200,06037209200,G0600370209201,06037209201,0.4090000438,0.4829443447,0.5556047851,0.4332648871,0.6195234435,0.649550706,0.9863013699,0.5731601732
G0600370209200,06037209200,G0600370209202,06037209202,0.5909999562,0.5170556553,0.4443952149,0.5667351129,0.3804765565,0.350449294,0.0136986301,0.4268398268
G0600370209300,06037209300,G0600370209300,06037209300,1,1,1,1,1,1,1,1
G0600370209401,06037209401,G0600370209401,06037209401,1,1,1,1,1,1,1,1
G0600370209402,06037209402,G0600370209402,06037209402,1,1,1,1,1,1,1,1
G0600370209403,06037209403,G0600370209403,06037209403,1,1,1,1,1,1,1,1
G0600370209510,06037209510,G0600370209510,06037209510,1,1,1,1,1,1,1,1
G0600370209520,06037209520,G0600370209520,06037209520,1,1,1,1,1,1,1,1
G0600370209810,06037209810,G0600370209810,06037209810,1,1,1,1,1,1,1,1
G0600370209820,06037209820,G0600370209820,06037209820,1,1,1,1,1,1,1,1
G0600370210010,06037210010,G0600370210010,06037210010,1,1,1,1,1,1,1,1
G0600370211000,06037211000,G0600370211000,06037211000,1,1,1,1,1,1,1,1
G0600370211120,06037211120,G0600370211123,06037211123,0.3033672795,0.2287254524,0.2471369675,0.2222222222,0.2653989252,0.2583333333,0.0133333333,0.2820625826
G0600370211120,06037211120,G0600370211124,06037211124,0.6966327205,0.7712745476,0.7528630325,0.7777777778,0.7346010748,0.7416666667,0.9866666667,0.7179374174
G0600370211121,06037211121,G0600370211121,06037211121,1,1,1,1,1,1,1,1
G0600370211122,06037211122,G0600370211122,06037211122,1,1,1,1,1,1,1,1
G0600370211201,06037211201,G0600370211201,06037211201,1,1,1,1,1,1,1,1
G0600370211202,06037211202,G0600370211202,06037211202,1,1,1,1,1,1,1,1
G0600370211310,06037211310,G0600370211310,06037211310,1,1,1,1,1,1,1,1
G0600370211320,06037211320,G0600370211320,06037211320,1,1,1,1,1,1,1,1
G0600370211410,06037211410,G0600370211410,06037211410,1,1,1,1,1,1,1,1
G0600370211420,06037211420,G0600370211420,06037211420,1,1,1,1,1,1,1,1
G0600370211500,06037211500,G0600370211500,06037211500,1,1,1,1,1,1,1,1
G0600370211701,06037211701,G0600370211701,06037211701,1,1,1,1,1,1,1,1
G0600370211703,06037211703,G0600370211703,06037211703,1,1,1,1,1,1,1,1
G0600370211704,06037211704,G0600370211704,06037211704,1,1,1,1,1,1,1,1
G0600370211802,06037211802,G0600370211802,06037211802,1,1,1,1,1,1,1,1
